expiry_gap_hours,food_category,quantity_kg,storage_temp_c,donor_type,preparation_method,distance_to_ngo_km,donation_frequency,time_of_day,ambient_humidity,packaging_integrity,seasonal_indicator,urgency_class,food_category_enc,donor_type_enc,prep_method_enc,seasonal_enc,urgency_enc
43.18,Cooked Meals,40.3,2.2,event,packaged,1.7,5,5.6,35.2,0.76,summer,Low,3,1,2,2,2
13.25,Cooked Meals,32.8,6.0,restaurant,raw,3.1,4,14.6,88.7,0.64,spring,High,3,3,4,1,1
40.3,Cooked Meals,44.4,4.3,household,processed,26.2,12,20.7,88.7,0.78,winter,Low,3,2,3,3,2
60.82,Cooked Meals,32.2,6.9,supermarket,raw,15.1,4,15.5,87.4,0.51,monsoon,Low,3,4,4,0,2
42.73,Cooked Meals,14.2,5.1,restaurant,packaged,20.8,17,10.0,87.1,0.33,monsoon,Low,3,3,2,0,2
12.61,Cooked Meals,31.1,7.8,corporate,frozen,16.6,7,6.8,34.4,0.68,summer,High,3,0,1,2,1
48.21,Cooked Meals,16.2,7.7,supermarket,frozen,15.9,10,11.0,87.1,0.47,monsoon,Low,3,4,1,0,2
6.56,Cooked Meals,48.1,2.3,event,processed,16.7,10,9.9,41.2,0.97,summer,High,3,1,3,2,1
4.55,Cooked Meals,25.9,2.9,supermarket,processed,4.5,14,23.2,57.0,0.9,summer,High,3,4,3,2,1
62.34,Cooked Meals,32.0,4.3,household,frozen,26.7,14,21.3,87.3,0.67,monsoon,Low,3,2,1,0,2
14.5,Cooked Meals,37.1,6.2,restaurant,cooked,13.2,12,19.1,77.1,0.83,monsoon,High,3,3,0,0,1
21.7,Cooked Meals,49.5,7.0,restaurant,cooked,27.6,12,11.7,30.4,0.77,spring,High,3,3,0,1,1
63.07,Cooked Meals,48.8,6.1,corporate,packaged,25.1,13,15.7,78.0,0.42,summer,Low,3,0,2,2,2
26.12,Cooked Meals,12.5,6.5,corporate,processed,17.4,3,13.2,74.3,0.86,winter,Moderate,3,0,3,3,3
18.65,Cooked Meals,8.2,7.2,corporate,packaged,3.6,7,16.6,81.7,0.61,monsoon,High,3,0,2,0,1
9.37,Cooked Meals,27.3,2.6,restaurant,packaged,19.1,17,0.1,62.2,0.65,winter,High,3,3,2,3,1
45.36,Cooked Meals,28.7,2.4,corporate,raw,8.9,15,12.3,32.4,0.98,summer,Low,3,0,4,2,2
38.45,Cooked Meals,38.9,2.4,corporate,processed,25.6,1,12.5,60.5,0.42,monsoon,Low,3,0,3,0,2
48.12,Cooked Meals,42.2,3.2,corporate,cooked,12.4,1,11.7,31.2,0.88,winter,Low,3,0,0,3,2
23.07,Cooked Meals,43.5,3.6,household,packaged,3.0,4,3.0,33.5,0.73,monsoon,High,3,2,2,0,1
27.16,Cooked Meals,15.0,7.6,event,cooked,17.7,6,4.3,80.0,0.33,winter,Moderate,3,1,0,3,3
41.33,Cooked Meals,40.7,5.3,corporate,processed,19.6,9,14.2,53.7,0.53,winter,Low,3,0,3,3,2
0.57,Cooked Meals,8.0,3.5,corporate,cooked,27.5,8,15.9,83.3,0.6,spring,Critical,3,0,0,1,0
25.76,Cooked Meals,20.5,7.9,supermarket,cooked,9.7,2,13.5,76.8,0.5,summer,Moderate,3,4,0,2,3
18.19,Cooked Meals,10.5,2.2,supermarket,processed,17.1,18,11.2,36.4,0.5,winter,High,3,4,3,3,1
22.46,Cooked Meals,41.9,2.6,restaurant,frozen,24.7,8,20.8,40.7,0.47,spring,High,3,3,1,1,1
29.22,Cooked Meals,34.1,5.0,corporate,raw,21.6,17,22.1,39.9,0.99,summer,Moderate,3,0,4,2,3
65.5,Cooked Meals,26.5,5.9,supermarket,cooked,19.4,13,23.0,56.4,0.73,spring,Low,3,4,0,1,2
57.4,Cooked Meals,9.3,7.8,event,raw,29.6,10,20.3,37.6,0.49,summer,Low,3,1,4,2,2
17.09,Cooked Meals,16.0,6.8,restaurant,frozen,13.6,14,20.1,43.6,0.55,monsoon,High,3,3,1,0,1
28.91,Cooked Meals,36.9,6.5,restaurant,raw,14.3,19,19.9,40.4,0.81,summer,Moderate,3,3,4,2,3
23.16,Cooked Meals,9.3,5.9,supermarket,packaged,26.2,9,3.3,68.9,0.57,monsoon,High,3,4,2,0,1
63.76,Cooked Meals,45.6,3.3,restaurant,cooked,26.8,7,14.8,32.4,0.99,monsoon,Low,3,3,0,0,2
59.18,Cooked Meals,0.8,6.5,household,frozen,2.7,3,19.0,78.9,0.92,summer,Low,3,2,1,2,2
43.3,Cooked Meals,38.4,7.9,event,processed,26.0,17,14.1,37.4,0.35,winter,Low,3,1,3,3,2
34.53,Cooked Meals,15.0,6.3,supermarket,packaged,9.1,7,12.2,58.4,0.55,monsoon,Moderate,3,4,2,0,3
22.4,Cooked Meals,27.7,6.9,corporate,cooked,10.2,5,3.7,71.9,0.8,spring,High,3,0,0,1,1
45.34,Cooked Meals,42.8,2.2,household,raw,8.9,9,6.3,45.5,0.72,monsoon,Low,3,2,4,0,2
8.64,Cooked Meals,22.1,4.8,supermarket,cooked,3.2,16,15.6,40.9,0.52,winter,High,3,4,0,3,1
3.36,Cooked Meals,10.0,7.7,restaurant,raw,10.5,17,1.2,33.4,0.48,summer,High,3,3,4,2,1
39.83,Cooked Meals,6.4,7.5,corporate,raw,14.7,14,10.8,49.9,0.97,spring,Low,3,0,4,1,2
45.65,Cooked Meals,8.7,4.9,supermarket,cooked,16.6,19,19.9,33.5,0.73,spring,Low,3,4,0,1,2
44.59,Cooked Meals,14.9,5.4,household,raw,22.3,2,9.7,35.5,0.98,monsoon,Low,3,2,4,0,2
24.33,Cooked Meals,29.7,7.9,household,processed,5.5,10,4.2,66.3,0.86,summer,Moderate,3,2,3,2,3
28.78,Cooked Meals,22.9,7.0,household,cooked,18.8,18,12.7,54.4,0.62,summer,Moderate,3,2,0,2,3
28.8,Cooked Meals,10.4,6.8,household,processed,12.4,5,16.9,67.8,0.7,spring,Moderate,3,2,3,1,3
57.2,Cooked Meals,9.8,3.8,household,cooked,24.5,8,9.6,86.3,0.59,summer,Low,3,2,0,2,2
20.62,Cooked Meals,8.4,4.6,event,raw,25.9,15,11.5,45.2,0.42,spring,High,3,1,4,1,1
18.96,Cooked Meals,13.4,3.5,corporate,packaged,8.8,17,18.2,49.2,0.49,monsoon,High,3,0,2,0,1
2.5,Cooked Meals,47.1,3.1,restaurant,processed,7.2,17,2.4,67.0,0.65,winter,High,3,3,3,3,1
54.82,Cooked Meals,7.9,4.1,event,raw,21.6,9,9.4,58.8,0.76,monsoon,Low,3,1,4,0,2
21.61,Cooked Meals,47.7,3.4,event,cooked,16.6,11,19.9,45.2,0.43,spring,High,3,1,0,1,1
35.59,Cooked Meals,3.8,5.6,event,frozen,16.1,18,3.9,84.6,0.84,spring,Moderate,3,1,1,1,3
66.34,Cooked Meals,17.0,7.6,household,packaged,26.2,6,1.4,59.2,0.9,winter,Low,3,2,2,3,2
47.05,Cooked Meals,45.6,7.7,household,raw,3.5,4,5.8,85.6,0.74,winter,Low,3,2,4,3,2
29.36,Cooked Meals,46.2,4.0,event,packaged,6.7,17,12.7,80.2,0.32,monsoon,Moderate,3,1,2,0,3
58.89,Cooked Meals,7.2,5.0,event,raw,18.7,8,15.7,50.2,0.33,monsoon,Low,3,1,4,0,2
39.31,Cooked Meals,46.6,2.5,household,cooked,11.3,11,11.5,78.2,0.7,spring,Low,3,2,0,1,2
42.45,Cooked Meals,15.2,6.6,supermarket,packaged,2.8,16,6.4,58.3,0.36,winter,Low,3,4,2,3,2
33.56,Cooked Meals,49.7,6.5,restaurant,frozen,0.9,13,22.9,57.6,0.52,spring,Moderate,3,3,1,1,3
46.95,Cooked Meals,25.2,2.5,restaurant,raw,21.7,3,18.6,69.4,0.63,spring,Low,3,3,4,1,2
64.04,Cooked Meals,16.7,6.5,supermarket,processed,25.0,2,21.5,86.5,0.44,spring,Low,3,4,3,1,2
26.7,Cooked Meals,6.4,7.9,event,packaged,7.4,13,16.8,35.6,0.45,monsoon,Moderate,3,1,2,0,3
39.99,Cooked Meals,43.0,6.6,event,raw,9.6,13,2.4,35.8,0.65,summer,Low,3,1,4,2,2
71.15,Cooked Meals,11.8,5.6,corporate,raw,12.2,19,23.2,74.1,0.93,winter,Low,3,0,4,3,2
28.45,Cooked Meals,38.5,3.2,event,packaged,14.7,2,6.9,32.4,0.44,spring,Moderate,3,1,2,1,3
29.03,Cooked Meals,29.6,4.7,restaurant,frozen,23.2,5,4.5,82.9,0.54,monsoon,Moderate,3,3,1,0,3
39.03,Cooked Meals,3.5,7.6,household,raw,24.6,8,1.0,72.8,0.33,spring,Low,3,2,4,1,2
59.15,Cooked Meals,31.9,4.3,event,cooked,9.1,6,18.5,74.4,0.58,spring,Low,3,1,0,1,2
60.39,Cooked Meals,21.4,6.3,corporate,cooked,13.2,12,5.7,61.3,0.84,winter,Low,3,0,0,3,2
20.95,Cooked Meals,46.5,6.6,corporate,processed,29.7,8,10.4,71.4,0.47,winter,High,3,0,3,3,1
8.68,Cooked Meals,11.9,7.4,event,packaged,7.0,6,7.5,55.3,0.57,monsoon,High,3,1,2,0,1
10.3,Cooked Meals,17.3,4.3,event,frozen,17.4,5,5.2,87.0,0.62,monsoon,High,3,1,1,0,1
61.07,Cooked Meals,39.6,6.7,corporate,packaged,3.0,19,14.0,62.4,0.92,monsoon,Low,3,0,2,0,2
4.31,Cooked Meals,17.8,4.4,household,frozen,21.7,18,0.9,76.6,0.67,winter,High,3,2,1,3,1
26.56,Cooked Meals,42.2,4.5,corporate,frozen,9.8,16,12.0,71.5,0.66,monsoon,Moderate,3,0,1,0,3
44.94,Cooked Meals,30.9,2.4,restaurant,frozen,25.4,17,2.1,70.7,0.72,monsoon,Low,3,3,1,0,2
2.66,Cooked Meals,18.7,6.3,corporate,frozen,14.3,17,20.8,61.6,0.92,summer,High,3,0,1,2,1
15.93,Cooked Meals,39.7,6.3,corporate,raw,23.2,18,7.8,71.2,0.91,summer,High,3,0,4,2,1
12.22,Cooked Meals,24.6,4.1,household,cooked,25.8,12,23.8,43.4,0.53,summer,High,3,2,0,2,1
27.22,Cooked Meals,42.6,4.4,corporate,frozen,1.7,14,1.2,33.6,0.93,summer,Moderate,3,0,1,2,3
51.76,Cooked Meals,31.9,7.5,corporate,packaged,13.9,4,17.0,46.9,0.38,monsoon,Low,3,0,2,0,2
14.1,Cooked Meals,42.3,5.7,supermarket,raw,18.6,19,22.7,43.7,0.59,spring,High,3,4,4,1,1
36.65,Cooked Meals,20.6,5.1,supermarket,raw,18.0,6,6.7,86.8,0.56,monsoon,Low,3,4,4,0,2
43.15,Cooked Meals,35.1,2.1,event,frozen,11.7,16,9.0,77.7,0.8,monsoon,Low,3,1,1,0,2
52.22,Cooked Meals,8.1,3.1,restaurant,processed,18.9,7,4.5,32.3,0.51,winter,Low,3,3,3,3,2
5.34,Cooked Meals,16.5,4.8,household,packaged,21.8,7,23.7,72.0,0.6,summer,High,3,2,2,2,1
26.63,Cooked Meals,44.7,7.4,restaurant,processed,27.0,11,4.9,83.9,0.64,summer,Moderate,3,3,3,2,3
23.47,Cooked Meals,27.3,3.6,corporate,packaged,22.9,5,8.4,55.1,0.51,summer,High,3,0,2,2,1
9.16,Cooked Meals,42.4,3.1,supermarket,raw,23.0,14,21.9,77.2,0.49,summer,High,3,4,4,2,1
22.47,Cooked Meals,28.6,7.8,household,raw,12.2,13,6.4,73.4,0.41,winter,High,3,2,4,3,1
63.43,Cooked Meals,31.7,2.6,household,raw,16.4,18,23.6,84.6,0.57,spring,Low,3,2,4,1,2
68.83,Cooked Meals,29.4,2.6,event,raw,2.2,2,3.2,65.6,0.52,summer,Low,3,1,4,2,2
70.67,Cooked Meals,35.6,3.3,restaurant,processed,22.9,8,18.1,80.4,0.63,monsoon,Low,3,3,3,0,2
70.2,Cooked Meals,49.5,7.3,supermarket,raw,1.2,5,18.8,79.8,0.32,winter,Low,3,4,4,3,2
8.52,Cooked Meals,31.3,4.7,supermarket,processed,9.5,4,1.7,62.6,0.4,spring,High,3,4,3,1,1
69.34,Cooked Meals,43.8,5.0,corporate,packaged,1.7,12,4.6,69.4,0.48,spring,Low,3,0,2,1,2
17.41,Cooked Meals,18.6,5.0,event,cooked,9.1,13,16.2,37.8,0.47,summer,High,3,1,0,2,1
68.32,Cooked Meals,13.1,7.5,restaurant,raw,2.4,5,13.1,32.7,0.88,winter,Low,3,3,4,3,2
7.0,Cooked Meals,24.7,3.0,supermarket,cooked,24.5,6,20.3,75.9,0.68,spring,High,3,4,0,1,1
41.31,Cooked Meals,49.7,4.2,corporate,processed,15.3,9,3.3,40.9,0.78,monsoon,Low,3,0,3,0,2
68.93,Cooked Meals,7.1,5.0,corporate,frozen,1.8,18,6.5,34.3,0.83,summer,Low,3,0,1,2,2
68.47,Cooked Meals,45.4,6.8,household,raw,29.4,8,1.3,49.2,0.44,spring,Low,3,2,4,1,2
43.2,Cooked Meals,43.7,5.5,corporate,processed,3.7,13,16.4,63.7,0.4,spring,Low,3,0,3,1,2
10.45,Cooked Meals,2.9,3.5,corporate,processed,28.4,13,4.1,40.3,0.86,monsoon,High,3,0,3,0,1
35.09,Cooked Meals,27.3,7.5,corporate,packaged,24.9,14,12.6,74.5,0.66,summer,Moderate,3,0,2,2,3
22.55,Cooked Meals,15.9,4.7,restaurant,packaged,13.7,11,1.0,77.3,0.92,winter,High,3,3,2,3,1
42.91,Cooked Meals,12.7,4.4,supermarket,cooked,20.8,19,19.9,63.9,0.83,spring,Low,3,4,0,1,2
5.18,Cooked Meals,14.1,4.0,corporate,raw,7.5,5,22.1,65.2,0.8,summer,High,3,0,4,2,1
49.61,Cooked Meals,17.8,3.0,household,packaged,18.8,16,15.6,57.8,0.42,winter,Low,3,2,2,3,2
13.3,Cooked Meals,23.0,2.7,restaurant,packaged,29.8,19,12.0,85.5,0.79,spring,High,3,3,2,1,1
36.93,Cooked Meals,6.9,3.3,corporate,packaged,26.1,10,9.4,31.3,0.85,spring,Low,3,0,2,1,2
9.37,Cooked Meals,36.0,5.9,household,frozen,8.2,3,10.4,47.1,1.0,winter,High,3,2,1,3,1
71.52,Cooked Meals,18.1,3.5,event,packaged,16.2,6,13.1,79.7,0.58,monsoon,Low,3,1,2,0,2
39.43,Cooked Meals,39.7,5.3,event,packaged,29.6,5,3.0,83.8,0.49,monsoon,Low,3,1,2,0,2
27.19,Cooked Meals,16.6,4.9,corporate,packaged,11.6,11,11.0,64.1,0.63,spring,Moderate,3,0,2,1,3
30.51,Cooked Meals,22.6,6.4,corporate,cooked,23.1,5,12.1,40.6,0.56,winter,Moderate,3,0,0,3,3
31.17,Cooked Meals,16.7,3.6,corporate,raw,26.2,1,7.0,51.0,0.54,monsoon,Moderate,3,0,4,0,3
50.36,Cooked Meals,23.0,2.3,household,processed,27.4,15,1.2,70.1,0.87,spring,Low,3,2,3,1,2
8.51,Cooked Meals,18.3,5.2,restaurant,processed,19.5,5,11.4,79.3,0.9,summer,High,3,3,3,2,1
63.54,Cooked Meals,10.8,2.1,corporate,cooked,13.7,9,2.4,85.6,0.33,monsoon,Low,3,0,0,0,2
33.2,Cooked Meals,35.8,4.8,restaurant,processed,6.7,4,11.3,37.1,0.6,winter,Moderate,3,3,3,3,3
4.48,Cooked Meals,40.7,2.7,restaurant,processed,28.2,13,14.8,43.4,0.58,monsoon,High,3,3,3,0,1
52.22,Cooked Meals,13.2,4.6,supermarket,cooked,5.6,2,22.3,72.7,0.58,summer,Low,3,4,0,2,2
45.54,Cooked Meals,26.7,7.1,household,raw,29.4,16,18.1,60.0,0.58,winter,Low,3,2,4,3,2
21.39,Cooked Meals,46.6,3.9,household,frozen,27.1,17,18.0,76.0,0.45,winter,High,3,2,1,3,1
31.26,Cooked Meals,7.8,2.6,supermarket,packaged,2.3,5,2.5,42.2,1.0,winter,Moderate,3,4,2,3,3
50.78,Cooked Meals,3.8,2.3,supermarket,frozen,6.1,17,16.0,69.5,0.89,spring,Low,3,4,1,1,2
8.08,Cooked Meals,20.8,6.0,supermarket,cooked,11.9,9,11.2,31.6,0.75,winter,High,3,4,0,3,1
16.56,Cooked Meals,28.4,3.3,event,processed,27.7,8,17.2,72.9,0.95,summer,High,3,1,3,2,1
6.39,Cooked Meals,5.6,2.1,restaurant,packaged,12.6,10,3.6,73.6,0.76,spring,High,3,3,2,1,1
65.49,Cooked Meals,23.9,2.8,event,frozen,16.1,7,5.0,83.2,0.84,monsoon,Low,3,1,1,0,2
44.95,Cooked Meals,32.8,7.7,corporate,processed,13.8,2,14.7,48.2,0.79,monsoon,Low,3,0,3,0,2
61.03,Cooked Meals,29.2,5.1,corporate,raw,15.9,4,22.2,76.5,0.63,spring,Low,3,0,4,1,2
28.57,Cooked Meals,18.1,7.9,corporate,raw,9.5,16,3.1,56.4,0.84,winter,Moderate,3,0,4,3,3
25.99,Cooked Meals,36.9,4.3,corporate,packaged,15.0,11,2.0,68.3,0.65,winter,Moderate,3,0,2,3,3
54.74,Cooked Meals,46.1,4.6,supermarket,processed,7.5,9,12.8,82.1,0.78,monsoon,Low,3,4,3,0,2
69.05,Cooked Meals,22.0,5.4,restaurant,processed,13.0,17,4.3,57.6,0.67,winter,Low,3,3,3,3,2
33.37,Cooked Meals,10.5,3.8,event,packaged,4.0,18,20.5,59.5,0.87,winter,Moderate,3,1,2,3,3
34.14,Cooked Meals,7.2,7.6,restaurant,cooked,13.0,11,1.3,89.4,0.84,winter,Moderate,3,3,0,3,3
65.7,Cooked Meals,42.6,4.3,event,processed,23.5,9,7.2,44.2,0.98,winter,Low,3,1,3,3,2
64.52,Cooked Meals,48.1,4.6,event,frozen,10.6,15,3.9,37.2,0.62,spring,Low,3,1,1,1,2
31.18,Cooked Meals,10.5,2.3,corporate,cooked,6.2,13,16.8,62.9,0.31,spring,Moderate,3,0,0,1,3
59.13,Cooked Meals,49.7,4.6,supermarket,frozen,6.9,6,18.0,39.7,0.62,summer,Low,3,4,1,2,2
3.02,Cooked Meals,26.2,7.4,corporate,raw,26.9,12,10.9,82.8,0.76,spring,High,3,0,4,1,1
23.56,Cooked Meals,1.1,5.4,household,packaged,21.5,19,1.8,33.7,0.61,spring,High,3,2,2,1,1
39.3,Cooked Meals,27.0,6.9,corporate,frozen,25.2,10,11.4,65.5,0.86,summer,Low,3,0,1,2,2
60.05,Cooked Meals,38.8,4.2,supermarket,cooked,6.8,14,6.7,50.3,0.87,winter,Low,3,4,0,3,2
22.95,Cooked Meals,10.9,3.9,event,processed,11.7,17,1.5,77.9,0.95,winter,High,3,1,3,3,1
12.52,Cooked Meals,17.3,4.4,restaurant,cooked,19.9,5,22.8,40.0,0.73,summer,High,3,3,0,2,1
49.74,Cooked Meals,42.6,3.1,event,frozen,7.0,2,22.8,88.8,0.55,monsoon,Low,3,1,1,0,2
32.91,Cooked Meals,39.9,2.9,supermarket,packaged,10.2,8,3.5,78.6,0.41,monsoon,Moderate,3,4,2,0,3
21.19,Cooked Meals,13.2,6.1,corporate,cooked,14.0,19,14.7,33.9,0.81,spring,High,3,0,0,1,1
39.77,Cooked Meals,20.6,6.1,supermarket,frozen,0.6,17,16.0,41.6,0.76,winter,Low,3,4,1,3,2
11.86,Cooked Meals,43.3,5.7,supermarket,frozen,23.7,12,2.4,71.1,0.38,spring,High,3,4,1,1,1
28.92,Cooked Meals,8.4,5.8,supermarket,cooked,17.6,18,10.6,81.6,0.6,summer,Moderate,3,4,0,2,3
9.88,Cooked Meals,37.0,5.9,supermarket,processed,28.2,15,8.2,42.9,0.44,monsoon,High,3,4,3,0,1
48.0,Cooked Meals,37.5,7.4,restaurant,frozen,18.9,5,16.5,45.3,0.78,summer,Low,3,3,1,2,2
64.48,Cooked Meals,5.0,5.2,supermarket,frozen,25.3,6,17.0,84.4,0.39,spring,Low,3,4,1,1,2
58.23,Cooked Meals,4.4,2.6,supermarket,packaged,18.2,3,19.2,81.1,0.84,monsoon,Low,3,4,2,0,2
61.49,Cooked Meals,16.2,6.0,event,frozen,1.2,1,3.0,84.3,0.56,monsoon,Low,3,1,1,0,2
37.77,Cooked Meals,43.2,4.5,restaurant,cooked,5.0,10,14.2,31.4,0.83,monsoon,Low,3,3,0,0,2
65.39,Cooked Meals,33.8,3.2,corporate,frozen,10.2,11,22.1,33.7,1.0,winter,Low,3,0,1,3,2
41.05,Cooked Meals,44.1,3.9,event,packaged,11.7,13,8.0,82.8,0.81,spring,Low,3,1,2,1,2
58.24,Cooked Meals,17.6,4.5,supermarket,processed,26.8,10,2.7,52.4,0.93,winter,Low,3,4,3,3,2
66.68,Cooked Meals,21.3,7.0,event,processed,4.4,9,7.5,67.2,0.55,summer,Low,3,1,3,2,2
54.63,Cooked Meals,48.1,2.8,event,packaged,3.5,9,4.3,69.2,0.53,monsoon,Low,3,1,2,0,2
67.66,Cooked Meals,6.0,4.9,restaurant,processed,27.1,9,1.3,63.0,0.57,summer,Low,3,3,3,2,2
57.29,Cooked Meals,12.6,7.6,event,frozen,23.5,19,23.4,31.1,0.87,monsoon,Low,3,1,1,0,2
6.51,Cooked Meals,15.0,2.1,supermarket,packaged,4.8,10,18.5,43.9,0.74,summer,High,3,4,2,2,1
55.7,Cooked Meals,15.3,7.3,event,cooked,22.9,5,10.6,62.2,0.38,monsoon,Low,3,1,0,0,2
58.36,Cooked Meals,33.3,3.3,corporate,cooked,17.5,9,2.5,66.2,0.92,summer,Low,3,0,0,2,2
66.29,Cooked Meals,5.2,5.0,restaurant,packaged,3.3,18,5.7,72.7,0.6,spring,Low,3,3,2,1,2
55.64,Cooked Meals,18.1,4.7,corporate,packaged,19.7,15,18.9,39.4,0.58,spring,Low,3,0,2,1,2
15.79,Cooked Meals,30.7,6.3,corporate,frozen,28.0,13,5.8,31.5,0.65,summer,High,3,0,1,2,1
49.05,Cooked Meals,39.0,6.5,event,frozen,9.4,19,20.0,30.6,0.81,winter,Low,3,1,1,3,2
48.66,Cooked Meals,16.2,7.3,corporate,packaged,8.5,9,23.5,79.6,0.58,summer,Low,3,0,2,2,2
71.18,Cooked Meals,36.2,2.7,household,packaged,11.0,9,1.3,70.2,0.38,monsoon,Low,3,2,2,0,2
26.78,Cooked Meals,16.5,7.2,supermarket,packaged,12.7,5,10.3,84.5,0.6,summer,Moderate,3,4,2,2,3
68.51,Cooked Meals,44.7,5.9,event,raw,9.8,14,19.4,34.8,0.44,monsoon,Low,3,1,4,0,2
2.88,Cooked Meals,15.1,2.6,corporate,cooked,5.5,18,20.7,32.0,0.55,winter,High,3,0,0,3,1
53.81,Cooked Meals,35.3,3.5,event,packaged,8.5,12,1.7,65.7,0.64,summer,Low,3,1,2,2,2
26.81,Cooked Meals,3.6,4.5,corporate,packaged,8.2,4,5.0,43.6,0.65,monsoon,Moderate,3,0,2,0,3
42.19,Cooked Meals,31.9,7.0,household,cooked,26.4,2,12.9,56.3,0.49,winter,Low,3,2,0,3,2
69.21,Cooked Meals,30.7,2.7,household,processed,12.0,12,12.2,31.4,0.93,monsoon,Low,3,2,3,0,2
66.29,Cooked Meals,27.4,3.5,household,packaged,9.3,1,13.2,63.2,0.64,winter,Low,3,2,2,3,2
51.25,Cooked Meals,44.4,5.8,event,packaged,28.2,15,7.7,82.8,0.4,monsoon,Low,3,1,2,0,2
47.96,Cooked Meals,19.5,4.5,household,frozen,28.9,1,9.5,69.2,0.43,summer,Low,3,2,1,2,2
48.84,Cooked Meals,16.1,7.4,restaurant,raw,26.4,11,19.5,75.2,0.89,spring,Low,3,3,4,1,2
11.92,Cooked Meals,28.8,7.5,event,processed,28.6,7,18.4,47.2,0.49,monsoon,High,3,1,3,0,1
68.18,Cooked Meals,47.7,2.4,supermarket,raw,16.9,5,2.6,70.2,0.93,monsoon,Low,3,4,4,0,2
52.42,Cooked Meals,0.8,5.0,corporate,raw,27.6,16,23.0,83.8,0.84,summer,Low,3,0,4,2,2
15.95,Cooked Meals,8.2,3.0,restaurant,cooked,9.8,14,3.5,58.2,0.98,spring,High,3,3,0,1,1
25.11,Cooked Meals,37.9,5.2,corporate,processed,0.9,12,10.3,47.9,0.68,monsoon,Moderate,3,0,3,0,3
6.47,Cooked Meals,49.0,6.3,event,packaged,27.5,4,6.8,78.4,0.74,spring,High,3,1,2,1,1
59.15,Cooked Meals,17.0,5.3,corporate,raw,1.9,6,13.3,43.9,0.4,monsoon,Low,3,0,4,0,2
9.33,Cooked Meals,3.8,2.8,household,frozen,19.0,11,19.6,76.5,0.62,winter,High,3,2,1,3,1
31.04,Cooked Meals,30.8,4.6,corporate,processed,7.5,19,3.0,76.3,0.56,monsoon,Moderate,3,0,3,0,3
41.92,Cooked Meals,18.7,5.2,corporate,frozen,27.7,16,7.6,44.5,1.0,spring,Low,3,0,1,1,2
40.4,Cooked Meals,29.4,7.9,corporate,processed,17.1,6,21.7,56.7,0.48,spring,Low,3,0,3,1,2
21.86,Cooked Meals,30.8,7.1,supermarket,cooked,25.9,17,14.9,64.6,0.31,winter,High,3,4,0,3,1
6.11,Cooked Meals,46.3,2.9,household,frozen,12.5,3,18.5,58.7,0.66,winter,High,3,2,1,3,1
26.29,Cooked Meals,27.8,5.0,restaurant,packaged,8.3,9,18.1,70.7,0.91,winter,Moderate,3,3,2,3,3
6.73,Cooked Meals,45.5,3.0,supermarket,frozen,10.3,9,14.6,32.0,0.84,summer,High,3,4,1,2,1
46.18,Cooked Meals,49.6,5.2,event,packaged,20.7,13,15.6,33.0,0.82,monsoon,Low,3,1,2,0,2
54.53,Cooked Meals,21.5,2.0,supermarket,frozen,10.5,2,7.4,40.7,0.81,spring,Low,3,4,1,1,2
49.55,Cooked Meals,21.6,8.0,restaurant,cooked,7.7,1,12.2,40.3,0.35,spring,Low,3,3,0,1,2
64.77,Cooked Meals,41.0,5.2,restaurant,raw,14.2,9,7.1,30.3,0.82,winter,Low,3,3,4,3,2
27.99,Cooked Meals,27.2,6.2,corporate,frozen,25.3,7,14.4,87.6,0.97,monsoon,Moderate,3,0,1,0,3
24.5,Cooked Meals,28.4,5.9,corporate,frozen,2.5,12,7.8,51.7,0.41,spring,Moderate,3,0,1,1,3
5.69,Cooked Meals,8.4,7.2,supermarket,frozen,23.9,4,13.1,71.4,0.57,spring,High,3,4,1,1,1
33.62,Cooked Meals,29.2,2.4,corporate,processed,29.0,2,9.5,77.4,0.53,winter,Moderate,3,0,3,3,3
8.53,Cooked Meals,8.0,5.6,supermarket,frozen,21.8,2,13.8,31.6,0.89,monsoon,High,3,4,1,0,1
13.39,Cooked Meals,40.0,5.1,supermarket,raw,16.4,7,2.6,31.8,0.87,summer,High,3,4,4,2,1
56.56,Cooked Meals,21.8,4.4,corporate,processed,26.2,18,10.8,53.3,0.79,spring,Low,3,0,3,1,2
17.96,Cooked Meals,36.4,4.6,event,raw,26.3,9,5.7,82.7,0.38,monsoon,High,3,1,4,0,1
14.77,Cooked Meals,49.8,4.8,corporate,packaged,4.9,2,6.5,43.6,0.81,spring,High,3,0,2,1,1
51.39,Cooked Meals,29.2,2.9,supermarket,cooked,2.7,8,12.7,81.3,0.44,winter,Low,3,4,0,3,2
32.97,Cooked Meals,12.3,7.9,event,raw,8.9,10,8.8,52.8,0.56,winter,Moderate,3,1,4,3,3
33.38,Cooked Meals,20.6,2.1,supermarket,packaged,14.3,19,1.1,87.0,0.82,monsoon,Moderate,3,4,2,0,3
44.4,Cooked Meals,48.2,6.9,household,cooked,2.4,6,18.2,35.5,0.38,spring,Low,3,2,0,1,2
24.63,Cooked Meals,29.4,5.5,supermarket,packaged,12.0,1,3.2,49.5,0.87,summer,Moderate,3,4,2,2,3
61.78,Cooked Meals,36.3,4.0,corporate,cooked,10.1,3,11.0,49.1,0.96,monsoon,Low,3,0,0,0,2
